University,Year,Founding Year,City,Federal State,Wahlmonat,Members,Voter Turnout,Absolut Voters,Nation,Source,Old/New Fed State,Quelle,
Universität Kassel,2001,1970,Kassel,Hessen,Januar,,,0,Deutschland,http://www.uni-kassel.de/pvabt2/Wahlamt/index.htm,AB,,
Universität Kassel,2002,1970,Kassel,Hessen,Januar,16787,7.41,1244,Deutschland,http://www.uni-kassel.de/pvabt2/Wahlamt/index.htm,AB,,
Universität Kassel,2003,1970,Kassel,Hessen,Januar,18753,9.08,1703,Deutschland,http://www.uni-kassel.de/pvabt2/Wahlamt/index.htm,AB,,
Universität Kassel,2004,1970,Kassel,Hessen,Januar,16383,36.8,6029,Deutschland,http://www.uni-kassel.de/pvabt2/Wahlamt/index.htm,AB,,
Universität Kassel,2005,1970,Kassel,Hessen,Januar,16883,31.21,5269,Deutschland,http://www.uni-kassel.de/pvabt2/Wahlamt/index.htm,AB,,
Universität Kassel,2006,1970,Kassel,Hessen,Januar,16274,32.37,5268,Deutschland,http://www.uni-kassel.de/pvabt2/Wahlamt/index.htm,AB,,
Universität Kassel,2007,1970,Kassel,Hessen,Januar,16094,32.3,5198,Deutschland,http://www.uni-kassel.de/pvabt2/Wahlamt/index.htm,AB,,
Universität Kassel,2008,1970,Kassel,Hessen,Januar,16000,29.64,4742,Deutschland,http://www.uni-kassel.de/pvabt2/Wahlamt/index.htm,AB,,
Universität Kassel,2009,1970,Kassel,Hessen,Januar,16000,29.72,4755,Deutschland,,AB,,
Universität Kassel,2010,1970,Kassel,Hessen,Januar,16000,26.48,4237,Deutschland,,AB,,
Universität Kassel,2011,1970,Kassel,Hessen,Januar,20388,26.14,5329,Deutschland,,AB,http://www.wahlen-uni-kassel.de/index.php?article_id=5,
Universität Kassel,2012,1970,Kassel,Hessen,Januar,21510,17.22,3704,Deutschland,,AB,http://www.wahlen-uni-kassel.de/index.php?article_id=5,
Universität Kassel,2013,1970,Kassel,Hessen,Januar,21510,16,3442,Deutschland,,AB,http://www.hna.de/lokales/uni/uni-kassel/studierendenparlament-jeder-sechste-gibt-stimme-3333563.html,
Universität Kassel,2014,1970,Kassel,Hessen,Januar,2280,15.1,344,Deutschland,,AB,http://www.hna.de/lokales/uni/uni-kassel/studierendenparlament-jeder-sechste-gibt-stimme-3333563.html,
Universität Kiel,2001,1665,Kiel,Schleswig Holstein,Juni,17379,16.75,2911,Deutschland,,AB,http://studiwahlen.jimdo.com/wahlarchive/,
Universität Kiel,2003,1665,Kiel,Schleswig Holstein,Juni,,,2895,Deutschland,,AB,,
Universität Kiel,2006,1665,Kiel,Schleswig Holstein,Juni,20000,22.9,4580,Deutschland,,AB,,
Universität Kiel,2007,1665,Kiel,Schleswig Holstein,Juni,20750,22.13,4592,Deutschland,,AB,,
Universität Kiel,2008,1665,Kiel,Schleswig Holstein,Juni,20000,24.9,4980,Deutschland,,AB,,
Universität Kiel,2009,1665,Kiel,Schleswig Holstein,Juni,20652,25.93,5355,Deutschland,,AB,,
Universität Kiel,2010,1665,Kiel,Schleswig Holstein,Juni,,,0,Deutschland,,AB,,
Universität Kiel,2014,,Kiel,Schleswig Holstein,Juni,22796,15.41,3513,Deutschland,,AB,https://www.studiwahlen.uni-kiel.de/de/Downloads.html?file=files/AStAMisc/Studiwahlen/Downloads/Wahl_2014_StuPa_vorlf-Enderg.pdf,
Universität Koblenz,2008,1990,Koblenz,Rheinland Pfalz,Januar,5813,12.8,744,Deutschland,,AB,,
Universität Koblenz,2009,1990,Koblenz,Rheinland Pfalz,Januar,6334,12,760,Deutschland,,AB,,
Universität Koblenz,2010,1990,Koblenz,Rheinland Pfalz,Januar,,,0,Deutschland,,AB,,
Universität Koblenz-Landau,2011,1990,Koblenz,Rheinland-Pfalz,Mai,6235,19.47,1214,Deutschland,,AB,http://www.asta-landau.de/uploads/files/news/Wahlniederschrift_StuPa_2011.pdf,
Universität Padderborn,1998,1972,Padderborn,Nordrhein Westfahlen,Juli,14422,16.33,2355,Deutschland,,AB,,
Universität Padderborn,1999,1972,Padderborn,Nordrhein Westfahlen,Juli,13662,11.9,1626,Deutschland,,AB,,
Universität Padderborn,2000,1972,Padderborn,Nordrhein Westfahlen,Juli,13540,10.32,1397,Deutschland,,AB,,
Universität Padderborn,2003,1972,Padderborn,Nordrhein Westfahlen,Juli,12861,13.6,1749,Deutschland,,AB,,
Universität Padderborn,2004,1972,Padderborn,Nordrhein Westfahlen,Juli,12139,15.87,1926,Deutschland,,AB,,
Universität Padderborn,2005,1972,Padderborn,Nordrhein Westfahlen,Juli,12985,14.89,1933,Deutschland,,AB,,
Universität Padderborn,2006,1972,Padderborn,Nordrhein Westfahlen,Juli,13732,12,1648,Deutschland,,AB,,
Universität Padderborn,2007,1972,Padderborn,Nordrhein Westfahlen,Juli,12582,12.59,1584,Deutschland,,AB,,
Universität Padderborn,2008,1972,Padderborn,Nordrhein Westfahlen,Juli,12782,13.11,1676,Deutschland,,AB,,
Universität Padderborn,2009,1972,Padderborn,Nordrhein Westfahlen,Juli,13021,15.37,2001,Deutschland,,AB,,
Universität Padderborn,2010,1972,Padderborn,Nordrhein Westfahlen,Juli,,,0,Deutschland,,AB,,
Universität Passau,2010,,Passau,Bayern,Juni,8719,20.68,1803,Deutschland,,AB,http://www.students.uni-passau.de/wahlergebnis2010.html,
Universität Passau,2011,,Passau,Bayern,Juni,,,0,Deutschland,,AB,,
Universität Potsdam,2006,1991,Potsdam,Brandenburg,Juli,17469,7.8,1363,Deutschland,,NB,,
Universität Potsdam,2007,1991,Potsdam,Brandenburg,Juli,18000,,0,Deutschland,,NB,,
Universität Potsdam,2008,1991,Potsdam,Brandenburg,Juli,18161,9.94,1805,Deutschland,,NB,,
Universität Potsdam,2009,1991,Potsdam,Brandenburg,Juli,19894,11.3,2248,Deutschland,,NB,,
Universität Potsdam,2010,1991,Potsdam,Brandenburg,Juli,19500,30.6,5968,Deutschland,,NB,,
Universität Potsdam,2011,1991,Potsdam,Brandenburg,Juli,19236,49.56,9533,Deutschland,,NB,,
Universität Rostock,2009,1419,Rostock,Mecklenburg Vorpommern,Juni,14119,,0,Deutschland,http://www.stura.uni-rostock.de/wahlen/,NB,,
Universität Rostock,2010,1419,Rostock,Mecklenburg Vorpommern,,,,0,Deutschland,,NB,,
Universität Trier,2010,1473,Trier,Rheinland-Pfalz,Dezember,14817,9,1334,Deutschland,,AB,http://www.trunews.de/2010/12/09/stupa-wahlen-wahlbeteiligung-sinkt-auf-rekordniveau/,
Universität Trier,2009,1473,Trier,Rheinand-Pfalz,Dezember,14817,14.5,2148,Deutschland,,AB,http://www.trunews.de/2010/12/09/stupa-wahlen-wahlbeteiligung-sinkt-auf-rekordniveau/,
Universität Ulm,1999,1967,Ulm,Baden Württemberg,,4540,25,1119,Deutschland,,AB,,
Universität Ulm,2009,1967,Ulm,Baden Württemberg,,7200,15,1080,Deutschland,http://www.uni-ulm.de/home/news-details/article/635/drei-listen.html,AB,,
Universität Wuppertal,2007,1972,Wuppertal,Nordrhein Westfahlen,Januar,12300,10.23,1258,Deutschland,,AB,,
Universität Wuppertal,2008,1972,Wuppertal,Nordrhein Westfahlen,Januar,12358,14.5,1792,Deutschland,,AB,,
Universität Wuppertal,2009,1972,Wuppertal,Nordrhein Westfahlen,Januar,11884,15.92,1892,Deutschland,,AB,,
Universität Würzburg,2002,1402,Würzburg,Bayern,Juni,19000,14,2660,Deutschland,,AB,,
Universität Würzburg,2003,1402,Würzburg,Bayern,Juni,19000,16.95,3221,Deutschland,,AB,,
Universität Würzburg,2004,1402,Würzburg,Bayern,Juni,19000,17.57,3338,Deutschland,,AB,,
Universität Würzburg,2005,1402,Würzburg,Bayern,Juni,19000,18.55,3525,Deutschland,,AB,,
Universität Würzburg,2006,1402,Würzburg,Bayern,Juni,19000,14.17,2692,Deutschland,,AB,,
Universität Würzburg,2007,1402,Würzburg,Bayern,Juni,19000,16.71,3175,Deutschland,,AB,,
Universität Würzburg,2008,1402,Würzburg,Bayern,Juni,19156,15.91,3048,Deutschland,,AB,,
Universität Würzburg,2009,1402,Würzburg,Bayern,Juni,19000,,0,Deutschland,,AB,,
Universität Würzburg,2010,1402,Würzburg,Bayern,Juni,,,0,Deutschland,,AB,,
Universität zu Lübeck,1983,1964,Lübeck,Schleswig Holstein,Juni,2000,47,940,Deutschland,,AB,,
Universität zu Lübeck,1989,1964,Lübeck,Schleswig Holstein,Juni,1246,26.2,326,Deutschland,,AB,,
Universität zu Lübeck,1990,1964,Lübeck,Schleswig Holstein,Juni,,25.52,,Deutschland,,AB,,
Universität zu Lübeck,1993,1964,Lübeck,Schleswig Holstein,Juni,,,0,Deutschland,,AB,,
Universität zu Lübeck,1994,1964,Lübeck,Schleswig Holstein,Juni,,,0,Deutschland,,AB,,
Universität zu Lübeck,1995,1964,Lübeck,Schleswig Holstein,Juni,,,0,Deutschland,,AB,,
Universität zu Lübeck,1996,1964,Lübeck,Schleswig Holstein,Juni,,,0,Deutschland,,AB,,
Universität zu Lübeck,1997,1964,Lübeck,Schleswig Holstein,Juni,,,0,Deutschland,,AB,,
Universität zu Lübeck,1998,1964,Lübeck,Schleswig Holstein,Juni,,22,0,Deutschland,,AB,,
Universität zu Lübeck,1999,1964,Lübeck,Schleswig Holstein,Juni,2193,23.3,511,Deutschland,Prokokoll des Wahlausschusses im Archiv des AStA,AB,,
Universität zu Lübeck,2000,1964,Lübeck,Schleswig Holstein,Juni,1864,24.8,462,Deutschland,,AB,,
Universität zu Lübeck,2001,1964,Lübeck,Schleswig Holstein,Juni,2000,,0,Deutschland,,AB,,
Universität zu Lübeck,2002,1964,Lübeck,Schleswig Holstein,Juni,2272,,0,Deutschland,,AB,,
Universität zu Lübeck,2003,1964,Lübeck,Schleswig Holstein,Juni,2200,,0,Deutschland,,AB,,
Universität zu Lübeck,2004,1964,Lübeck,Schleswig Holstein,Juni,2200,,0,Deutschland,,AB,,
Universität zu Lübeck,2005,1964,Lübeck,Schleswig Holstein,Juni,2289,25.1,575,Deutschland,,AB,,
Universität zu Lübeck,2006,1964,Lübeck,Schleswig Holstein,Juni,2233,24.9,556,Deutschland,,AB,https://web.archive.org/web/20060825020025/http://www.asta.uni-luebeck.de/fileadmin/infothek/Wahlergebniss_Studierendenschaft2006.pdf,
Universität zu Lübeck,2007,1964,Lübeck,Schleswig Holstein,Juni,2200,23.5,517,Deutschland,,AB,,
Universität zu Lübeck,2008,1964,Lübeck,Schleswig Holstein,Juni,2300,43,989,Deutschland,,AB,,
Universität zu Lübeck,2009,1964,Lübeck,Schleswig Holstein,Juni,2334,42.6,994,Deutschland,,AB,,
Universität zu Lübeck,2010,1964,Lübeck,Schleswig Holstein,Juni,2500,44.5,1113,Deutschland,,AB,,
Universität zu Lübeck,2011,1964,Lübeck,Schleswig Holstein,Juni,2772,30.03,832,Deutschland,,AB,http://www.studentenpack.uni-luebeck.de/index.php/2011/06/wahlergebnisse-der-studentischen-gremienwahl-2011/,
Universität zu Lübeck,2012,1964,Lübeck,Schleswig Holstein,Juli,2791,35.2,982,Deutschland,,AB,http://www.studentenpack.uni-luebeck.de/index.php/2012/06/ergebnis-der-studentischen-gremienwahlen-2012/,
Universität zu Lübeck,2013,1964,Lübeck,Schleswig Holstein,Juli,3089,29.26,904,Deutschland,,AB,http://www.studentenpack.uni-luebeck.de/index.php/2013/06/ergebnisse-der-studentischen-gremienwahlen-2013/,
Universität zu Lübeck,2014,1964,Lübeck,Schleswig Holstein,Juni,3265,25.8,842,Deutschland,,AB,http://www.studentenpack.de/index.php/2014/06/ergebnisse-der-studentischen-gremienwahlen-2014/,
Universität zu Lübeck,2015,1964,Lübeck,Schleswig Holstein,Juni,3509,25.2,884,Deutschland,,AB,http://www.studentenpack.de/index.php/2015/07/ergebnisse-der-studentischen-gremienwahlen-2015/,
Universität zu Wien,2009,1365,Wien,Wien,,70203,21.52,15108,Österreich,,F,,
Universtät Greifswald,2012,1456,Greifswald,Mecklenburg Vorpommern,Januar,12859,14.4,1852,Deutschland,,NB,http://www.stupa.uni-greifswald.de/wahlergebnis/2012/,
